,Company #,Purchase Order,Item,Vendor,Description,Unit of Measure,Units,Unit Cost,Cost,Phase
318,8,1216-020,11,Windsor Plywood,Inv. 313278,LS,0.0,0.0,19.65,01-52-23
319,8,1216-020,12,Windsor Plywood,Inv. 311459,LS,0.0,0.0,140.61,01-52-23
320,8,1216-020,13,Windsor Plywood,INV#311577 Alum angle for South bldg & Main shop connection ,LS,0.0,0.0,399.96,01-52-23
321,8,1216-021,1,A&B Tool Rentals Ltd,"purchase 14"" STHIL quick cut & mixed use diamond wheel",LS,0.0,0.0,868.49,01-52-25
322,8,1216-021,2,A&B Tool Rentals Ltd,mini excavator  - 8' reach,LS,0.0,0.0,328.0,01-52-25
323,8,1216-021,3,A&B Tool Rentals Ltd,transit level,LS,0.0,0.0,44.0,01-52-25
324,8,1216-022,1,Advanced Mobile First Aid & Safety Inc.,Safety masks and vests,LS,0.0,0.0,396.31,01-52-16
325,8,1216-022,2,Advanced Mobile First Aid & Safety Inc.,Fire extinguisher signage for S.Bldg  gloves  fall hazard si,LS,0.0,0.0,200.7,01-52-16
326,8,1216-022,3,Advanced Mobile First Aid & Safety Inc.,Catch basin sediment sleeve / coveralls / rebar caps ,LS,0.0,0.0,500.0,01-52-23
327,8,1216-022,4,Advanced Mobile First Aid & Safety Inc.,Safety Signage  Glasses  Respirator,LS,0.0,0.0,248.12,01-52-22
328,8,1216-022,5,Advanced Mobile First Aid & Safety Inc.,Safety harness  lanyard  50' rope  Carabiner  rope grab,LS,0.0,0.0,448.25,6/10/1982
329,8,1216-022,6,Advanced Mobile First Aid & Safety Inc.,INV#63554  - masks gloves and ear protection,LS,0.0,0.0,91.77,01-52-25
330,8,1216-022,7,Advanced Mobile First Aid & Safety Inc.,INV#62149 - harness lanyard  rope grab,LS,0.0,0.0,448.25,01-52-25
331,8,1216-022,8,Advanced Mobile First Aid & Safety Inc.,INV#65349  Safety supplies,LS,0.0,0.0,266.19,01-52-25
332,8,1216-024,1,Trades Labour Corporation,Move display items and clean site ,LS,0.0,0.0,568.59,6/10/1980
333,8,1216-025,1,Anytime Demolition Ltd.,rubbish removal,LS,0.0,0.0,600.0,01-74-13
334,8,1216-026,1,DoorCare,Relocate 8x9 rolling steel door,LS,0.0,0.0,1500.0,08-33-23
335,8,1216-026,2,DoorCare,Add 2 fireguard boxes,LS,0.0,0.0,678.0,08-33-23
336,8,1216-026,3,DoorCare,Service Kinear rolling fire door,LS,0.0,0.0,300.0,08-34-80
337,8,1216-027,1,Thandi Environmental Inc.,Site visits  lead and asbestos analysis  report ,LS,0.0,0.0,805.0,2/24/2013
339,8,1216-029,2,Ange's Plumbing Ltd.,coffee maker water line & back flow preventor,LS,0.0,0.0,1000.0,22-10-20
340,8,1216-029,3,Ange's Plumbing Ltd.,faucet ,LS,0.0,0.0,240.5,22-10-20
341,8,1216-03,1,Ange's Plumbing Ltd.,S&I new garbage pad at Pine St garabge enclosure ,LS,0.0,0.0,1575.0,3/31/1946
344,8,1216-031,2,Alba Painting Ltd.,Wooden stairs,LS,0.0,0.0,500.0,09-91-40
345,8,1216-031,3,Alba Painting Ltd.,S&I paint over rear half shop walls ,LS,0.0,0.0,1800.0,09-91-40
346,8,1216-031,4,Alba Painting Ltd.,S&I paint for additional walls ,LS,0.0,0.0,450.0,09-91-40
347,8,1216-031,5,Alba Painting Ltd.,Final touch-ups and completion of painting,LS,0.0,0.0,500.0,09-91-40
348,8,1216-032,1,PrecisionWerkz Inc.,relocate coffee area and parts counter millwork ,LS,0.0,0.0,1300.0,6/22/2010
349,8,1216-032,2,PrecisionWerkz Inc.,relocate existing parts counter,LS,0.0,0.0,1926.24,6/22/2010
352,8,1216-035,2,ALS Masonry Inc.,S&I masonry infill at North elevation next to gas meter  on ,LS,0.0,0.0,2000.0,4/22/2010
354,8,1216-035,4,ALS Masonry Inc.,S&I masonry pony wall at Stair #3 landing,LS,0.0,0.0,1150.0,4/22/2010
355,8,1216-035,5,ALS Masonry Inc.,S&I masonry along GL 'C' for parapet wall,LS,0.0,0.0,1800.0,4/22/2010
357,8,1216-036,2,Robertson Walls & Ceilings,S&I 2x6 bulkhead incl densglass  insulation VB at Pine St ,LS,0.0,0.0,850.0,9/21/2017
358,8,1216-037,1,DoorCare,Relocate steel roll up to Pine St incl all door controls  ,LS,0.0,0.0,1750.0,08-33-23
359,8,1216-038,1,K&S Services Group,"6"" core hole at Fisker building for radiant heater",LS,0.0,0.0,100.0,03-80-11
360,8,1216-04,1,Lindahl Aluminum Ltd.,S&I gate at gas enclosure off 5th Ave to  match existing ,LS,0.0,0.0,492.0,05-50-10
361,8,1216-041,1,DoorCare,Cornell timer to close,LS,0.0,0.0,520.0,08-34-80
362,8,1216-042,1,Acme Protective Systems Limited,INV#92731 - removed zones #7&8 and misc low volatge wirning,LS,0.0,0.0,175.0,28-10-13
364,8,1216-042,3,Acme Protective Systems Limited,Electrical Permit,LS,0.0,0.0,229.0,28-10-13
365,8,1216-042,4,Acme Protective Systems Limited,Jan 5 - Keypad relocation as per Rick ,LS,0.0,0.0,175.0,28-10-13
366,8,1216-044,1,T.R. Trades Reproduction Ltd.,Architectural drawings A101-A102 only - Jan 14,LS,0.0,0.0,16.5,01-33-23
367,8,1216-044,2,T.R. Trades Reproduction Ltd.,Invoice 538345 Rush drawings,LS,0.0,0.0,53.48,01-33-23
368,8,1216-044,3,T.R. Trades Reproduction Ltd.,Invoice 538390,LS,0.0,0.0,44.79,01-33-23
369,8,1216-044,4,T.R. Trades Reproduction Ltd.,Invoice 539018,LS,0.0,0.0,35.46,01-33-23
370,8,1216-044,5,T.R. Trades Reproduction Ltd.,Invoice 539034,LS,0.0,0.0,21.6,01-33-23
371,8,1216-044,6,T.R. Trades Reproduction Ltd.,Invoice 539132,LS,0.0,0.0,115.56,01-33-23
372,8,1216-044,7,T.R. Trades Reproduction Ltd.,Invoice 537434,LS,0.0,0.0,16.5,01-33-23
373,8,1216-045,1,Beatty Floors,Fisker - upstairs washroom vinyl ,LS,0.0,0.0,495.0,09-65-16
374,8,1216-045,2,Beatty Floors,"Fisker - 4"" cove base ",LS,0.0,0.0,225.0,09-65-16
375,8,1216-046,1,Anytime Demolition Ltd.,Pine St sliding door removal ,LS,0.0,0.0,900.0,02-41-13
376,8,1216-047,1,Home Depot,"Fisker - 49"" vanity and sink ",LS,0.0,0.0,299.0,22-40-20
377,8,1216-047,2,Home Depot,Washroom signage and door harware ,LS,0.0,0.0,70.58,6/10/1980
378,8,1216-047,3,Home Depot,expanding foam an cable ties ,LS,0.0,0.0,83.17,6/10/1980
379,8,1216-048,1,A&B Tool Rentals Ltd,"32""  scissor lift ",LS,0.0,0.0,740.0,01-54-16
380,8,1216-048,2,A&B Tool Rentals Ltd,"14"" Quick Cut saw - repair ",LS,0.0,0.0,58.25,01-52-25
381,8,1216-048,3,A&B Tool Rentals Ltd,"Saw Cut off GAs 14""",LS,0.0,0.0,53.45,01-52-23
382,8,1216-049,1,Windsor Plywood,Pine St entrance hoarding materials,LS,0.0,0.0,23.63,6/10/1980
383,8,1216-049,2,Windsor Plywood,Pine St entrance hoarding materials INV 314673,LS,0.0,0.0,120.5,6/10/1980
384,8,1216-049,3,Windsor Plywood,Fisker door and site office floor protection INV 315197,LS,0.0,0.0,138.53,6/10/1980
385,8,1216-049,4,Windsor Plywood,Fisker materials for transition INV 315386,LS,0.0,0.0,162.52,6/10/1980
386,8,1216-049,5,Windsor Plywood,"Fisker materials - 1/4"" birch ply for washroom ",LS,0.0,0.0,15.65,6/10/1980
387,8,1216-049,6,Windsor Plywood,"Fisker materials - 1/4' toggle snap screw set / 1/2"" speedbo",LS,0.0,0.0,11.23,6/10/1980
388,8,1216-050,1,Super Save Toilet Rentals Inc,Monthly ,LS,0.0,0.0,74.41,01-52-19
389,8,1216-050,2,Super Save Toilet Rentals Inc,INV#304504 Feb-Mar Monthly ,LS,0.0,0.0,100.16,01-52-19
390,8,1216-050,3,Super Save Toilet Rentals Inc,Monthly ,LS,0.0,0.0,52.59,01-52-19
391,8,1216-050,4,Super Save Toilet Rentals Inc,INV#304504 - May,LS,0.0,0.0,100.16,01-52-19
392,8,1216-050,5,Super Save Toilet Rentals Inc,INV#539699 June ,LS,0.0,0.0,100.16,01-52-19
393,8,1216-050,6,Super Save Toilet Rentals Inc,INV#305504 - July -- adjustment in service,LS,0.0,0.0,84.09,01-52-19
394,8,1216-050,7,Super Save Toilet Rentals Inc,INV#2730600--  June 26 extra service,LS,0.0,0.0,26.34,01-52-19
395,8,1216-050,8,Super Save Toilet Rentals Inc,INV#549554 - July,LS,0.0,0.0,100.16,01-52-19
397,8,1216-052,1,A&B Tool Rentals Ltd,"2"" pump & 2 - 50' hoses ",LS,0.0,0.0,184.8,31-45-21
398,8,1216-052,2,A&B Tool Rentals Ltd,"20"" plate tamper ",LS,0.0,0.0,202.25,31-45-21
399,8,1216-052,3,A&B Tool Rentals Ltd,Pressure washer ,LS,0.0,0.0,61.0,31-45-21
400,8,1216-052,4,A&B Tool Rentals Ltd,Laser level ,LS,0.0,0.0,304.0,31-45-21
401,8,1216-052,5,A&B Tool Rentals Ltd,1000lbs plate tamper,LS,0.0,0.0,200.0,31-45-21
402,8,1216-053,1,Windsor Plywood,Order # 100307 -shovels  rake  marker paint  rope  100' hose,LS,0.0,0.0,212.13,01-52-25
403,8,1216-053,2,Windsor Plywood,INV#317599 - 2x4 and plywood ,LS,0.0,0.0,54.56,01-52-23
404,8,1216-053,3,Windsor Plywood,INV#316814 SPRAY PAINT,LS,0.0,0.0,26.37,01-52-23
405,8,1216-053,4,Windsor Plywood,Ammended Order#100307 - previously Item 1 above,LS,0.0,0.0,76.05,01-52-25
409,8,1216-055,1,Canwest Cutting & Coring,Cutting asphalt and concrete for building excavation ,LS,0.0,0.0,250.0,03-80-11
410,8,1216-055,2,Canwest Cutting & Coring,"2"" hole for gas line ",LS,0.0,0.0,250.0,03-80-11
412,8,1216-055,4,Canwest Cutting & Coring,"Feb 5 - Core 6"" hole thru 3' thick grade beam ",LS,0.0,0.0,500.0,03-80-11
413,8,1216-055,5,Canwest Cutting & Coring,Ammended inv# 52237.15 ($500 previously interfaced line 4,LS,0.0,0.0,62.5,03-80-11
414,8,1216-055,6,Canwest Cutting & Coring,Ammended inv# 51998.15 ($3325 previously interfaced ),LS,0.0,0.0,290.0,03-80-11
415,8,1216-056,1,Full Circle Disposal,Jan 6 - INV#1275 - export ,LS,0.0,0.0,380.0,31-11-10
416,8,1216-056,2,Full Circle Disposal,Jan 6 - INV#1275 - import ,LS,0.0,0.0,111.2,31-23-25
417,8,1216-056,3,Full Circle Disposal,Jan 7 - INV#1281 - export,LS,0.0,0.0,2280.0,31-11-10
419,8,1216-056,5,Full Circle Disposal,Jan 8 - INV#1284 - import ,LS,0.0,0.0,130.7,31-23-25
421,8,1216-056,7,Full Circle Disposal,Jan 9 - INV#1292 - import,LS,0.0,0.0,100.6,31-23-25
422,8,1216-056,8,Full Circle Disposal,Jan 10 - INV#1293- export ,LS,0.0,0.0,1140.0,31-11-10
423,8,1216-056,9,Full Circle Disposal,Jan 10 - INV#1293 - import  ,LS,0.0,0.0,128.2,31-23-25
425,8,1216-056,11,Full Circle Disposal,Jan 13 - INV#1305 - export,LS,0.0,0.0,1140.0,31-11-10
426,8,1216-056,12,Full Circle Disposal,Jan 14 - INV#1312 - import,LS,0.0,0.0,386.2,31-23-25
427,8,1216-056,13,Full Circle Disposal,Jan 21 - INV#1341 - export,LS,0.0,0.0,380.0,31-11-10
428,8,1216-056,14,Full Circle Disposal,Jan 21 - INV#1341 - import ,LS,0.0,0.0,787.58,31-23-25
429,8,1216-056,15,Full Circle Disposal,Jan 27 - INV#1360 - export ,LS,0.0,0.0,380.0,31-11-10
430,8,1216-056,16,Full Circle Disposal,Jan 27 - INV#1360 - import,LS,0.0,0.0,127.6,31-23-25
431,8,1216-056,17,Full Circle Disposal,31000 - Site Work,SF,0.0,0.0,0.0,31-22-13
432,8,1216-057,1,Trades Labour Corporation,Jan 8 - 4hrs ,LS,0.0,0.0,79.8,31-45-21
433,8,1216-057,2,Trades Labour Corporation,Jan 9 - 9hrs,LS,0.0,0.0,189.53,31-45-21
434,8,1216-057,3,Trades Labour Corporation,Jan 10 - 8.5hrs,LS,0.0,0.0,192.06,31-45-21
435,8,1216-057,4,Trades Labour Corporation,Jan 22 - 7.5hrs,LS,0.0,0.0,0.0,31-45-21
436,8,1216-057,5,Trades Labour Corporation,Ammended Jan 22 - 7.5hrs,LS,0.0,0.0,149.63,31-23-17
437,8,1216-057,6,Trades Labour Corporation,INV#VA-29122 - 16 hours - hand digging ,LS,0.0,0.0,319.2,31-11-10
438,8,1216-058,1,Metro Testing Laboratories (Burnaby) Division of CCMET Inc.,Concrete test - footings,LS,0.0,0.0,406.3,03-90-10
439,8,1216-058,2,Metro Testing Laboratories (Burnaby) Division of CCMET Inc.,Concrete test - SoG pour Feb 11,LS,0.0,0.0,148.15,03-90-10
440,8,1216-059,1,Full Circle Disposal,40 yard container - Dec 22 delivery - Jan 8 pick up  ,LS,0.0,0.0,1128.15,01-74-13
441,8,1216-059,2,Full Circle Disposal,40 yrd garbage bin - construction waste,LS,0.0,0.0,612.3,01-74-13
442,8,1216-059,3,Full Circle Disposal,30 yard Bin -Inv#1677,LS,0.0,0.0,602.14,01-74-13
443,8,1216-059,4,Full Circle Disposal,INV#1716 - 40 yard bin,LS,0.0,0.0,640.8,01-74-13
444,8,1216-059,5,Full Circle Disposal,Inv#1851 - 40 yard bin ,LS,0.0,0.0,516.35,01-74-13
445,8,1216-059,6,Full Circle Disposal,INV#1897 - 40 yard ,LS,0.0,0.0,382.4,01-74-13
446,8,1216-059,7,Full Circle Disposal,INV#1912 - 30 yard,LS,0.0,0.0,492.6,01-74-13
447,8,1216-059,8,Full Circle Disposal,INV#1936 - 30 yard ,LS,0.0,0.0,553.4,01-74-13
448,8,1216-059,9,Full Circle Disposal,INV#1788 40 yard,LS,0.0,0.0,513.5,01-74-13
449,8,1216-059,10,Full Circle Disposal,INV#1851 - 40 yard,LS,0.0,0.0,516.35,01-74-13
450,8,1216-060,1,Metro Printers,Safety orientation stickers (200),LS,0.0,0.0,307.0,01-52-16
451,8,1216-061,1,Super Save Fence Rentals Inc,Delivery / set up / month's rental ,LS,0.0,0.0,236.02,01-56-26
452,8,1216-061,2,Super Save Fence Rentals Inc,February Rental,LS,0.0,0.0,33.6,01-56-26
453,8,1216-061,3,Super Save Fence Rentals Inc,January Rental ,LS,0.0,0.0,33.6,01-56-26
454,8,1216-061,4,Super Save Fence Rentals Inc,March rental ,LS,0.0,0.0,33.6,01-56-26
455,8,1216-061,5,Super Save Fence Rentals Inc,Inv#006146-A,LS,0.0,0.0,33.6,01-56-26
456,8,1216-061,6,Super Save Fence Rentals Inc,INV#006146-A,LS,0.0,0.0,33.6,01-56-26
457,8,1216-061,7,Super Save Fence Rentals Inc,INV#577017 - June ,LS,0.0,0.0,33.6,01-56-26
458,8,1216-061,8,Super Save Fence Rentals Inc,INV#006146-A July,LS,0.0,0.0,33.6,01-56-26
459,8,1216-062,1,Pomeroy Restoration & Construction (BC) Inc.,Display shelf at new car sales  install TV at Fisker  Safety,LS,0.0,0.0,420.0,6/10/1980
460,8,1216-062,2,Pomeroy Restoration & Construction (BC) Inc.,1 man March 13/26/27/30/31 =38hrs & 1 man March 13 = 7.5hrs ,LS,0.0,0.0,1865.5,6/10/1960
464,8,1216-063,2,Richvan Holdings Ltd,INV#528872 - February,LS,0.0,0.0,619.22,31-22-13
465,8,1216-064,1,J.C. Tam & Associates,Non enchroachment certificate/drafting Inv.10898,LS,0.0,0.0,638.0,01-71-24
466,8,1216-065,1,GeoPacific Consultants Ltd.,Subgrade Review Invoice 63098,LS,0.0,0.0,250.0,00-10-17
467,8,1216-065,2,GeoPacific Consultants Ltd.,General Requirements,LS,0.0,0.0,1650.0,00-10-17
468,8,1216-066,1,Octiscapes Landscaping Ltd,Interior slab on grade breaking and removal ,LS,0.0,0.0,742.5,02-41-30
469,8,1216-066,2,Octiscapes Landscaping Ltd,Interior slab on grade breaking and removal ,LS,0.0,0.0,365.0,02-41-30
470,8,1216-066,3,Octiscapes Landscaping Ltd,Fans for odour and fresh air control ,LS,0.0,0.0,141.0,02-41-30
473,8,1216-067,3,Inner-City Demolition Ltd.,Jan 5 - INV#1740w5b - import and export,LS,0.0,0.0,1140.0,31-11-10
475,8,1216-068,1,Home Depot,Vacuum  Makita drill 18v filters - to replace missing items,LS,0.0,0.0,446.98,01-52-25
476,8,1216-068,2,Home Depot,Kinfie's  blades  XL gloves,LS,0.0,0.0,131.19,01-52-25
477,8,1216-068,3,Home Depot,Coveralls and knife ,LS,0.0,0.0,47.51,01-52-25
478,8,1216-068,4,Home Depot,Portland concrete mix,LS,0.0,0.0,108.84,6/10/1982
479,8,1216-068,5,Home Depot,misc tools and materials (no Breakdown attached to invoice) ,LS,0.0,0.0,216.39,6/10/1982
480,8,1216-068,6,Home Depot,Equalizer  shop towels,LS,0.0,0.0,47.11,31-81-24
481,8,1216-068,7,Home Depot,Misc materials to complete project,LS,0.0,0.0,552.01,31-81-24
482,8,1216-068,8,Home Depot,INV#8015761 - drill bits,LS,0.0,0.0,24.98,31-81-24
483,8,1216-068,9,Home Depot,Inv#6573700 - thresholds and strike plates,LS,0.0,0.0,107.17,31-81-24
484,8,1216-068,10,Home Depot,INV#8020085 - asphalt patch,LS,0.0,0.0,116.02,31-81-24
485,8,1216-068,11,Home Depot,INV#7054415 - bolts,LS,0.0,0.0,23.98,31-81-24
486,8,1216-069,1,A&B Tool Rentals Ltd,Kango c/w chisel  point and shovel attachments,LS,0.0,0.0,183.2,31-23-17
487,8,1216-069,3,A&B Tool Rentals Ltd,"20"" plate tamper - Feb 17",LS,0.0,0.0,47.2,31-23-17
488,8,1216-069,4,A&B Tool Rentals Ltd,"2"" submersible pump and 2 50' hoses",LS,0.0,0.0,249.6,31-23-17
489,8,1216-069,5,A&B Tool Rentals Ltd,1000lbs plate tamper ,LS,0.0,0.0,539.31,31-23-17
490,8,1216-069,6,A&B Tool Rentals Ltd,"scissor lift 19""x32"" - November ",LS,0.0,0.0,740.0,01-54-16
491,8,1216-069,7,A&B Tool Rentals Ltd,"scissor lift 19""x32"" - January",LS,0.0,0.0,740.0,01-54-16
492,8,1216-069,8,A&B Tool Rentals Ltd,"20"" plate tamper - Feb 6 ",LS,0.0,0.0,78.35,31-23-17
493,8,1216-069,9,A&B Tool Rentals Ltd,Rammer,LS,0.0,0.0,53.0,31-23-17
494,8,1216-069,10,A&B Tool Rentals Ltd,2 - road closed signs ,LS,0.0,0.0,4.48,31-23-17
495,8,1216-07,1,Ange's Plumbing Ltd.,S&I faucet at South Building 2 compartment sink ,LS,0.0,0.0,250.0,22-10-20
496,8,1216-070,1,Dick's Lumber,lumber for hoarding parts area  vapour barrier for SoG  misc,LS,0.0,0.0,834.3,31-23-17
497,8,1216-070,2,Dick's Lumber,filter cloth for draintile ,LS,0.0,0.0,183.83,31-23-17
498,8,1216-071,1,Windsor Plywood,INV#319414 - 20'x30' tarp,LS,0.0,0.0,51.29,31-23-17
499,8,1216-071,2,Windsor Plywood,INV#320647 - laquer for chalk line layout ,LS,0.0,0.0,84.22,6/10/1960
500,8,1216-071,3,Windsor Plywood,INV#320189 - materials for layout ,LS,0.0,0.0,88.67,6/10/1960
501,8,1216-071,4,Windsor Plywood,INV#321599 - delivery for INV#321539,LS,0.0,0.0,50.0,6/10/1960
502,8,1216-071,5,Windsor Plywood,INV#321539 - materials for layout of walls and fireplace,LS,0.0,0.0,624.73,6/10/1960
503,8,1216-071,6,Windsor Plywood,INV#324218 - hoarding materials,LS,0.0,0.0,0.0,6/10/1960
504,8,1216-073,1,Peak Concrete Design,Supply line pump and labour to pour 7m for interior trenches,LS,0.0,0.0,1100.0,3/21/1930
506,8,1216-074,2,Vancouver Gas Fireplaces,Permit,LS,0.0,0.0,163.0,10/31/2010
507,8,1216-075,1,Allied Ready Mix Ltd.,7m3 - 32mpa for interior trenching ,LS,0.0,0.0,1207.0,3/21/1930
508,8,1216-077,1,Windsor Plywood,hoarding - glass block wall demo,LS,0.0,0.0,594.08,6/10/1982
509,8,1216-078,1,A&B Tool Rentals Ltd,Breaker  chiesel  point ,LS,0.0,0.0,94.4,01-52-25
510,8,1216-078,2,A&B Tool Rentals Ltd,"20"" plate tamper",LS,0.0,0.0,83.72,01-52-25
511,8,1216-078,3,A&B Tool Rentals Ltd,"scissor lift 19""x32""",LS,0.0,0.0,680.0,6/10/1982
512,8,1216-079,1,Dick's Lumber,Hoarding 2nd floor and layout materials,LS,0.0,0.0,895.47,6/10/1982
515,8,1216-080,3,Greer Spray Foam Ltd.,07000 - Thermal & Moisture Protection,LS,0.0,0.0,0.0,07-81-10
516,8,1216-081,1,Trades Labour Corporation,INV#VA29595,LS,0.0,0.0,953.98,31-22-20
517,8,1216-081,2,Trades Labour Corporation,INV#VA29664,LS,0.0,0.0,625.58,31-22-20
518,8,1216-081,3,Trades Labour Corporation,Inv#29739,LS,0.0,0.0,276.57,6/10/1960
519,8,1216-081,4,Trades Labour Corporation,INv#29830,LS,0.0,0.0,982.26,6/10/1960
520,8,1216-081,5,Trades Labour Corporation,Inv#29913,LS,0.0,0.0,351.2,6/10/1960
521,8,1216-082,1,A Plus Cleaning and Janitorial Ltd.,Cleaning of Fisker building prior to relocation ,LS,0.0,0.0,580.0,01-74-13
522,8,1216-083,1,System One Floor Solutions Inc.,Washroom floor epoxy 099710,LS,0.0,0.0,1900.0,09-97-10
523,8,1216-084,1,Hilti Canada Corp,Inv#1683777425 - fasteners and shots,LS,0.0,0.0,124.32,6/10/1980
524,8,1216-084,2,Hilti Canada Corp,Inv#1683755398,LS,0.0,0.0,31.1,6/10/1980
525,8,1216-085,1,A&B Tool Rentals Ltd,Baker Scaffolding ,LS,0.0,0.0,72.0,6/10/1982
526,8,1216-085,2,A&B Tool Rentals Ltd,Shoring jacks and aluminum beams,LS,0.0,0.0,334.0,6/10/1982
527,8,1216-085,3,A&B Tool Rentals Ltd,Rammer ,LS,0.0,0.0,53.0,6/10/1982
528,8,1216-085,4,A&B Tool Rentals Ltd,Shoring jacks and aluminum beams,LS,0.0,0.0,221.0,6/10/1982
529,8,1216-085,5,A&B Tool Rentals Ltd,Scissor lift March,LS,0.0,0.0,284.79,01-54-16
530,8,1216-085,6,A&B Tool Rentals Ltd,Scissor lift March ,LS,0.0,0.0,395.21,6/10/1982
531,8,1216-085,7,A&B Tool Rentals Ltd,Scissor lift Inv#134505C-2,LS,0.0,0.0,680.0,6/10/1980
532,8,1216-085,8,A&B Tool Rentals Ltd,Propane Inv#142277-1,LS,0.0,0.0,159.18,6/10/1980
533,8,1216-085,9,A&B Tool Rentals Ltd,Baker Scaffold Inv#138085A-1,LS,0.0,0.0,72.0,6/10/1980
534,8,1216-086,1,Windsor Plywood,Grinder cutting blades ,LS,0.0,0.0,35.54,6/10/1982
535,8,1216-086,2,Windsor Plywood,credit for tail gate,LS,0.0,0.0,265.27,6/10/1982
536,8,1216-086,3,Windsor Plywood,"INv#326198 - 2x4 and ply 3/4""",LS,0.0,0.0,153.52,6/10/1980
537,8,1216-086,4,Windsor Plywood,INV#328187 - VB  tuk tape  shims,LS,0.0,0.0,350.33,6/10/1981
538,8,1216-086,5,Windsor Plywood,INV#327525 - staple gun  staples,LS,0.0,0.0,99.27,6/10/1981
539,8,1216-086,6,Windsor Plywood,"INV#329683  4.5"" concrete cutting diamond wheel for grinder ",LS,0.0,0.0,26.72,6/10/1981
540,8,1216-086,7,Windsor Plywood,INV#329705 - door hardware for gas enclosure gate,LS,0.0,0.0,22.46,6/10/1981
541,8,1216-086,8,Windsor Plywood,INV#330064 -concrete redi-mix (Electrical trench),LS,0.0,0.0,693.68,6/10/1981
542,8,1216-087,1,Trades Labour Corporation,Inv#29963,LS,0.0,0.0,351.2,6/10/1960
543,8,1216-087,2,Trades Labour Corporation,Inv#30041,LS,0.0,0.0,921.9,6/10/1960
544,8,1216-087,3,Trades Labour Corporation,Inv#30143- ,SFF,0.0,0.0,0.0,6/10/1960
545,8,1216-087,4,Trades Labour Corporation,INV#VA-30304 APril 29 Douglas McLeod,LS,0.0,0.0,159.6,6/10/1980
546,8,1216-087,5,Trades Labour Corporation,INV#VA-30223 April 20/23/24 Darryl Hegel,LS,0.0,0.0,526.8,6/10/1980
547,8,1216-089,1,A&B Tool Rentals Ltd,INV#143729-1,LS,0.0,0.0,39.8,6/10/1982
548,8,1216-089,2,A&B Tool Rentals Ltd,INV#141419-1,LS,0.0,0.0,192.0,6/10/1981
549,8,1216-089,3,A&B Tool Rentals Ltd,INV#143469-1,LS,0.0,0.0,9.6,6/10/1982
550,8,1216-089,4,A&B Tool Rentals Ltd,INV#142731-1,LS,0.0,0.0,221.83,6/10/1982
551,8,1216-089,5,A&B Tool Rentals Ltd,INV#141063-1,LS,0.0,0.0,262.5,6/10/1982
552,8,1216-089,6,A&B Tool Rentals Ltd,INV#140312-1,LS,0.0,0.0,480.0,6/10/1982
553,8,1216-089,7,A&B Tool Rentals Ltd,INV#143327-1,LS,0.0,0.0,337.3,6/10/1981
554,8,1216-089,8,A&B Tool Rentals Ltd,INV#142558-1,LS,0.0,0.0,318.36,6/10/1982
555,8,1216-089,9,A&B Tool Rentals Ltd,INV#138085B-1,LS,0.0,0.0,48.0,6/10/1981
556,8,1216-089,10,A&B Tool Rentals Ltd,INV#140312A-1,LS,0.0,0.0,120.0,6/10/1982
557,8,1216-089,11,A&B Tool Rentals Ltd,INV#140808-1,LS,0.0,0.0,25.0,6/10/1982
558,8,1216-089,12,A&B Tool Rentals Ltd,INV#142556-1,LS,0.0,0.0,140.0,6/10/1982
559,8,1216-089,13,A&B Tool Rentals Ltd,INV#142273-1,LS,0.0,0.0,320.0,6/10/1982
560,8,1216-089,14,A&B Tool Rentals Ltd,INV#134505D-2,LS,0.0,0.0,680.0,6/10/1982
561,8,1216-09,1,PK Metal Works,Steel lintel for used oil room door ,LS,0.0,0.0,2254.0,05-50-10
562,8,1216-090,1,Ange's Plumbing Ltd.,"20pcs of 1.5"" roof vent & 8pcs of 2"" roof vent",LS,0.0,0.0,719.64,6/10/1981
564,8,1216-091,2,Robertson Walls & Ceilings,Insulation for shaft wall on GL 5/2,LS,0.0,0.0,1028.0,07-84-10
565,8,1216-094,1,Trades Labour Corporation,INV#30455 - May 4-9 Darryl (Chester May 8 only),LS,0.0,0.0,1300.61,6/10/1980
566,8,1216-094,2,Trades Labour Corporation,INV#30553 May 11-16 (Darryl and Chester) ,LS,0.0,0.0,1802.96,6/10/1980
567,8,1216-094,3,Trades Labour Corporation,INV#30640 May 19-23 Daryl ,LS,0.0,0.0,926.0,6/10/1980
568,8,1216-094,4,Trades Labour Corporation,INV#30700 May 25-27,LS,0.0,0.0,406.08,6/22/2010
569,8,1216-094,5,Trades Labour Corporation,INV#30812 June 1  4-6,LS,0.0,0.0,679.5,6/22/2010
570,8,1216-094,6,Trades Labour Corporation,INV#30905 June 8-13,LS,0.0,0.0,1177.4,6/22/2010
571,8,1216-094,7,Trades Labour Corporation,INV#31014 June 15-20,LS,0.0,0.0,1177.4,6/22/2010
572,8,1216-094,8,Trades Labour Corporation,INV# 31111,LS,0.0,0.0,1824.0,10/31/2010
573,8,1216-094,9,Trades Labour Corporation,INV#31203,LS,0.0,0.0,608.0,10/31/2010
574,8,1216-094,10,Trades Labour Corporation,INV#31269,LS,0.0,0.0,836.0,10/31/2010
576,8,1216-094,12,Trades Labour Corporation,INV#31449,LS,0.0,0.0,1767.0,31-81-24
