Company #,Purchase Order,Item,Vendor,Description,Unit of Measure,Units,Unit Cost,Cost,Cost Code
8,1216-013,1,T.R. Trades Reproduction Ltd.,Full set for Sam,LS,0,0,44.85,01-33-23
8,1216-013,2,T.R. Trades Reproduction Ltd.,Hard copy and CD copy BP set - Sept 16,LS,0,0,0,01-33-23
8,1216-013,3,T.R. Trades Reproduction Ltd.,BP Set for site - partial,LS,0,0,112.05,01-33-23
8,1216-013,4,T.R. Trades Reproduction Ltd.,BP set for site - partial,LS,0,0,78.76,01-33-23
8,1216-013,5,T.R. Trades Reproduction Ltd.,Arch. Millwork,LS,0,0,24.79,01-33-23
8,1216-013,6,T.R. Trades Reproduction Ltd.,Full set for office,LS,0,0,98.55,01-33-23
8,1216-014,1,Mini-Load Disposal Ltd.,30 yrd Bin,LS,0,0,310,01-74-13
8,1216-014,2,Mini-Load Disposal Ltd.,6yrd bin - call only - cancelled,LS,0,0,75,01-74-13
8,1216-014,3,Mini-Load Disposal Ltd.,6 yd dump and out Sept. 24,LS,0,0,436.24,01-74-13
8,1216-015,2,DoorCare,Proximity sensor ,LS,0,0,965,08-33-23
8,1216-016,1,Trades Labour Corporation,1 man ,LS,0,0,299.25,06-10-80
8,1216-016,2,Trades Labour Corporation,Labour,LS,0,0,379.05,06-10-80
8,1216-016,3,Trades Labour Corporation,Labour - Sept 17 & 18 - Hyon SIk Cho - 18 hours,GSF,0,0,0,06-10-80
8,1216-016,4,Trades Labour Corporation,Carpenter - Sept 23 - Glen Humchitt - 8.5hrs,GSF,0,0,0,06-10-80
8,1216-016,5,Trades Labour Corporation,Labour -Sept 23 - Kirk Townsend - 8.5hrs,GSF,0,0,0,06-10-80
8,1216-016,6,Trades Labour Corporation,Carpenter - Sept 24  / 25 / 29 - Glen - 27hrs total,GSF,0,0,0,06-10-80
8,1216-017,1,CP Distributors,28 Pressed Steel Frames  14 hollow metal doors,LS,0,0,7956,08-11-13
8,1216-017,2,CP Distributors,14 Wood doors,LS,0,0,2326,08-14-43
8,1216-017,3,CP Distributors,Lot Finish Hardware,LS,0,0,17027,08-71-11
8,1216-017,4,CP Distributors,Toilet Partitions,LS,0,0,1471,10-21-13
8,1216-017,5,CP Distributors,Washroom  Accessories,LS,0,0,4755,10-28-15
8,1216-017,6,CP Distributors,IFC - Metal doors and frames,LS,0,0,1121,08-11-13
8,1216-017,7,CP Distributors,IFC - Wood Doors Addition,LS,0,0,1491,08-14-43
8,1216-017,8,CP Distributors,IFC - Finish Hardware addition,LS,0,0,0,08-71-11
8,1216-017,9,CP Distributors,IFC - Mag Locks  DPS prep  Grille Cut outs,LS,0,0,0,08-71-11
8,1216-017,10,CP Distributors,ACO #005 - Door Hardware & Mag Locks,LS,0,0,0,08-71-11
8,1216-017,11,CP Distributors,INV#501593 - additional locks for fire separation corridor,LS,0,0,650,08-71-11
8,1216-018,1,Pacific Restaurant Supply  Inc,S&I stainless steel counter top for service shop,LS,0,0,4500,06-22-10
8,1216-019,1,DoorCare,S&I new shutter; guides; slats for parts counter ,LS,0,0,3325,08-33-23
8,1216-020,1,Windsor Plywood,"Invoice#309504 - lag bolts 4"" & washers",LS,0,0,4.94,01-52-23
8,1216-020,2,Windsor Plywood,Invoice#309473 -drill bits & knife,LS,0,0,52.59,01-52-23
8,1216-020,3,Windsor Plywood,Invoice#310049 - aluminum for parts counter & cutting wheel ,LS,0,0,77.43,01-52-23
8,1216-020,4,Windsor Plywood,INV#310458 - post for parts counter shutters,LS,0,0,39.16,01-52-23
8,1216-020,5,Windsor Plywood,INV#310720 - tape & angled aluminum corners @ parts shutter,LS,0,0,96.36,01-52-23
8,1216-020,6,Windsor Plywood,309252 Lumber & materials,LS,0,0,937.27,01-52-23
8,1216-020,7,Windsor Plywood,309251 metal angle; bolts,LS,0,0,62.73,01-52-23
8,1216-020,8,Windsor Plywood,310624 bits,LS,0,0,50.13,01-52-23
8,1216-020,9,Windsor Plywood,Inv. 313256 ,LS,0,0,97.75,01-52-23
8,1216-020,10,Windsor Plywood,Inv. 313157,LS,0,0,434.22,01-52-23
8,1216-020,11,Windsor Plywood,Inv. 313278,LS,0,0,19.65,01-52-23
8,1216-020,12,Windsor Plywood,Inv. 311459,LS,0,0,140.61,01-52-23
8,1216-020,13,Windsor Plywood,INV#311577 Alum angle for South bldg & Main shop connection ,LS,0,0,399.96,01-52-23
8,1216-021,1,A&B Tool Rentals Ltd,"purchase 14"" STHIL quick cut & mixed use diamond wheel",LS,0,0,868.49,01-52-25
8,1216-021,2,A&B Tool Rentals Ltd,mini excavator  - 8' reach,LS,0,0,328,01-52-25
8,1216-021,3,A&B Tool Rentals Ltd,transit level,LS,0,0,44,01-52-25
8,1216-022,1,Advanced Mobile First Aid & Safety Inc.,Safety masks and vests,LS,0,0,396.31,01-52-16
8,1216-022,2,Advanced Mobile First Aid & Safety Inc.,Fire extinguisher signage for S.Bldg  gloves  fall hazard si,LS,0,0,200.7,01-52-16
8,1216-022,3,Advanced Mobile First Aid & Safety Inc.,Catch basin sediment sleeve / coveralls / rebar caps ,LS,0,0,500,01-52-23
8,1216-022,4,Advanced Mobile First Aid & Safety Inc.,Safety Signage  Glasses  Respirator,LS,0,0,248.12,01-52-22
8,1216-022,5,Advanced Mobile First Aid & Safety Inc.,Safety harness  lanyard  50' rope  Carabiner  rope grab,LS,0,0,448.25,06-10-82
8,1216-022,6,Advanced Mobile First Aid & Safety Inc.,INV#63554  - masks gloves and ear protection,LS,0,0,91.77,01-52-25
8,1216-022,7,Advanced Mobile First Aid & Safety Inc.,INV#62149 - harness lanyard  rope grab,LS,0,0,448.25,01-52-25
8,1216-022,8,Advanced Mobile First Aid & Safety Inc.,INV#65349  Safety supplies,LS,0,0,266.19,01-52-25
8,1216-024,1,Trades Labour Corporation,Move display items and clean site ,LS,0,0,568.59,06-10-80
8,1216-025,1,Anytime Demolition Ltd.,rubbish removal,LS,0,0,600,01-74-13
8,1216-026,1,DoorCare,Relocate 8x9 rolling steel door,LS,0,0,1500,08-33-23
8,1216-026,2,DoorCare,Add 2 fireguard boxes,LS,0,0,678,08-33-23
8,1216-026,3,DoorCare,Service Kinear rolling fire door,LS,0,0,300,08-34-80
8,1216-027,1,Thandi Environmental Inc.,Site visits  lead and asbestos analysis  report ,LS,0,0,805,02-24-13
8,1216-029,1,Ange's Plumbing Ltd.,re & re radiant heater,LS,0,0,3000,22-10-20
8,1216-029,2,Ange's Plumbing Ltd.,coffee maker water line & back flow preventor,LS,0,0,1000,22-10-20
8,1216-029,3,Ange's Plumbing Ltd.,faucet ,LS,0,0,240.5,22-10-20
8,1216-03,1,Ange's Plumbing Ltd.,S&I new garbage pad at Pine St garabge enclosure ,LS,0,0,1575,03-31-46
8,1216-030,5,Lakeview Power Systems Inc.,Invoice 9027 - partial draw,LS,0,0,3000,26-20-13
8,1216-031,1,Alba Painting Ltd.,S&I paint over front half shop walls  2 washrooms ,LS,0,0,2600,09-91-40
8,1216-031,2,Alba Painting Ltd.,Wooden stairs,LS,0,0,500,09-91-40
8,1216-031,3,Alba Painting Ltd.,S&I paint over rear half shop walls ,LS,0,0,1800,09-91-40
8,1216-031,4,Alba Painting Ltd.,S&I paint for additional walls ,LS,0,0,450,09-91-40
8,1216-031,5,Alba Painting Ltd.,Final touch-ups and completion of painting,LS,0,0,500,09-91-40
8,1216-032,1,PrecisionWerkz Inc.,relocate coffee area and parts counter millwork ,LS,0,0,1300,06-22-10
8,1216-032,2,PrecisionWerkz Inc.,relocate existing parts counter,LS,0,0,1926.24,06-22-10
8,1216-034,1,Vision West Products Ltd.,S&I store front glazing c/w 3'x7' door ,LS,0,0,6662,08-41-13
8,1216-035,1,ALS Masonry Inc.,S&I masonry to the South Building Pine St opening ,LS,0,0,4600,04-22-10
8,1216-035,2,ALS Masonry Inc.,S&I masonry infill at North elevation next to gas meter  on ,LS,0,0,2000,04-22-10
8,1216-035,3,ALS Masonry Inc.,S&I masonry infill at parts 5th Ave O/H door and man door ,LS,0,0,2575,04-22-10
8,1216-035,4,ALS Masonry Inc.,S&I masonry pony wall at Stair #3 landing,LS,0,0,1150,04-22-10
8,1216-035,5,ALS Masonry Inc.,S&I masonry along GL 'C' for parapet wall,LS,0,0,1800,04-22-10
8,1216-036,1,Robertson Walls & Ceilings,S&I all materials for drywall and tape for temp walls ,LS,0,0,8200,09-21-17
8,1216-036,2,Robertson Walls & Ceilings,S&I 2x6 bulkhead incl densglass  insulation VB at Pine St ,LS,0,0,850,09-21-17
8,1216-037,1,DoorCare,Relocate steel roll up to Pine St incl all door controls  ,LS,0,0,1750,08-33-23
8,1216-038,1,K&S Services Group,"6"" core hole at Fisker building for radiant heater",LS,0,0,100,03-80-11
8,1216-04,1,Lindahl Aluminum Ltd.,S&I gate at gas enclosure off 5th Ave to  match existing ,LS,0,0,492,05-50-10
8,1216-041,1,DoorCare,Cornell timer to close,LS,0,0,520,08-34-80
8,1216-042,1,Acme Protective Systems Limited,INV#92731 - removed zones #7&8 and misc low volatge wirning,LS,0,0,175,28-10-13
8,1216-042,2,Acme Protective Systems Limited,S&I security system for the new parts area ,LS,0,0,2390,28-10-13
8,1216-042,3,Acme Protective Systems Limited,Electrical Permit,LS,0,0,229,28-10-13
8,1216-042,4,Acme Protective Systems Limited,Jan 5 - Keypad relocation as per Rick ,LS,0,0,175,28-10-13
8,1216-044,1,T.R. Trades Reproduction Ltd.,Architectural drawings A101-A102 only - Jan 14,LS,0,0,16.5,01-33-23
8,1216-044,2,T.R. Trades Reproduction Ltd.,Invoice 538345 Rush drawings,LS,0,0,53.48,01-33-23
8,1216-044,3,T.R. Trades Reproduction Ltd.,Invoice 538390,LS,0,0,44.79,01-33-23
8,1216-044,4,T.R. Trades Reproduction Ltd.,Invoice 539018,LS,0,0,35.46,01-33-23
8,1216-044,5,T.R. Trades Reproduction Ltd.,Invoice 539034,LS,0,0,21.6,01-33-23
8,1216-044,6,T.R. Trades Reproduction Ltd.,Invoice 539132,LS,0,0,115.56,01-33-23
8,1216-044,7,T.R. Trades Reproduction Ltd.,Invoice 537434,LS,0,0,16.5,01-33-23
8,1216-045,1,Beatty Floors,Fisker - upstairs washroom vinyl ,LS,0,0,495,09-65-16
8,1216-045,2,Beatty Floors,"Fisker - 4"" cove base ",LS,0,0,225,09-65-16
8,1216-046,1,Anytime Demolition Ltd.,Pine St sliding door removal ,LS,0,0,900,02-41-13
8,1216-047,1,Home Depot,"Fisker - 49"" vanity and sink ",LS,0,0,299,22-40-20
8,1216-047,2,Home Depot,Washroom signage and door harware ,LS,0,0,70.58,06-10-80
8,1216-047,3,Home Depot,expanding foam an cable ties ,LS,0,0,83.17,06-10-80
8,1216-048,1,A&B Tool Rentals Ltd,"32""  scissor lift ",LS,0,0,740,01-54-16
8,1216-048,2,A&B Tool Rentals Ltd,"14"" Quick Cut saw - repair ",LS,0,0,58.25,01-52-25
8,1216-048,3,A&B Tool Rentals Ltd,"Saw Cut off GAs 14""",LS,0,0,53.45,01-52-23
8,1216-049,1,Windsor Plywood,Pine St entrance hoarding materials,LS,0,0,23.63,06-10-80
8,1216-049,2,Windsor Plywood,Pine St entrance hoarding materials INV 314673,LS,0,0,120.5,06-10-80
8,1216-049,3,Windsor Plywood,Fisker door and site office floor protection INV 315197,LS,0,0,138.53,06-10-80
8,1216-049,4,Windsor Plywood,Fisker materials for transition INV 315386,LS,0,0,162.52,06-10-80
8,1216-049,5,Windsor Plywood,"Fisker materials - 1/4"" birch ply for washroom ",LS,0,0,15.65,06-10-80
8,1216-049,6,Windsor Plywood,"Fisker materials - 1/4' toggle snap screw set / 1/2"" speedbo",LS,0,0,11.23,06-10-80
8,1216-050,1,Super Save Toilet Rentals Inc,Monthly ,LS,0,0,74.41,01-52-19
8,1216-050,2,Super Save Toilet Rentals Inc,INV#304504 Feb-Mar Monthly ,LS,0,0,100.16,01-52-19
8,1216-050,3,Super Save Toilet Rentals Inc,Monthly ,LS,0,0,52.59,01-52-19
8,1216-050,4,Super Save Toilet Rentals Inc,INV#304504 - May,LS,0,0,100.16,01-52-19
8,1216-050,5,Super Save Toilet Rentals Inc,INV#539699 June ,LS,0,0,100.16,01-52-19
8,1216-050,6,Super Save Toilet Rentals Inc,INV#305504 - July -- adjustment in service,LS,0,0,84.09,01-52-19
8,1216-050,7,Super Save Toilet Rentals Inc,INV#2730600--  June 26 extra service,LS,0,0,26.34,01-52-19
8,1216-050,8,Super Save Toilet Rentals Inc,INV#549554 - July,LS,0,0,100.16,01-52-19
8,1216-051,1,ROCKY MOUNTAIN SPRINKLERS LTD.,S&I fire protection system (sprinklers),LS,0,0,24350,21-10-14
8,1216-052,1,A&B Tool Rentals Ltd,"2"" pump & 2 - 50' hoses ",LS,0,0,184.8,31-45-21
8,1216-052,2,A&B Tool Rentals Ltd,"20"" plate tamper ",LS,0,0,202.25,31-45-21
8,1216-052,3,A&B Tool Rentals Ltd,Pressure washer ,LS,0,0,61,31-45-21
8,1216-052,4,A&B Tool Rentals Ltd,Laser level ,LS,0,0,304,31-45-21
8,1216-052,5,A&B Tool Rentals Ltd,1000lbs plate tamper,LS,0,0,200,31-45-21
8,1216-053,1,Windsor Plywood,Order # 100307 -shovels  rake  marker paint  rope  100' hose,LS,0,0,212.13,01-52-25
8,1216-053,2,Windsor Plywood,INV#317599 - 2x4 and plywood ,LS,0,0,54.56,01-52-23
8,1216-053,3,Windsor Plywood,INV#316814 SPRAY PAINT,LS,0,0,26.37,01-52-23
8,1216-053,4,Windsor Plywood,Ammended Order#100307 - previously Item 1 above,LS,0,0,76.05,01-52-25
8,1216-054,1,Geddes Backhoe Services,Detailed excavation and placing of structural fill ,LS,0,0,5382,31-23-17
8,1216-054,2,Geddes Backhoe Services,Detailed excavation and placing struct fill ,LS,0,0,9803.5,31-23-17
8,1216-054,3,Geddes Backhoe Services,Detail footing excavation and SoG prep,LS,0,0,3118.5,31-23-17
8,1216-055,1,Canwest Cutting & Coring,Cutting asphalt and concrete for building excavation ,LS,0,0,250,03-80-11
8,1216-055,2,Canwest Cutting & Coring,"2"" hole for gas line ",LS,0,0,250,03-80-11
8,1216-055,3,Canwest Cutting & Coring,Saw cut and removal 350sqft of SoG trenching ,LS,0,0,3325,03-80-11
8,1216-055,4,Canwest Cutting & Coring,"Feb 5 - Core 6"" hole thru 3' thick grade beam ",LS,0,0,500,03-80-11
8,1216-055,5,Canwest Cutting & Coring,Ammended inv# 52237.15 ($500 previously interfaced line 4,LS,0,0,62.5,03-80-11
8,1216-055,6,Canwest Cutting & Coring,Ammended inv# 51998.15 ($3325 previously interfaced ),LS,0,0,290,03-80-11
8,1216-056,1,Full Circle Disposal,Jan 6 - INV#1275 - export ,LS,0,0,380,31-11-10
8,1216-056,2,Full Circle Disposal,Jan 6 - INV#1275 - import ,LS,0,0,111.2,31-23-25
8,1216-056,3,Full Circle Disposal,Jan 7 - INV#1281 - export,LS,0,0,2280,31-11-10
8,1216-056,4,Full Circle Disposal,Jan 8 - INV#1284 - export ,LS,0,0,2660,31-11-10
8,1216-056,5,Full Circle Disposal,Jan 8 - INV#1284 - import ,LS,0,0,130.7,31-23-25
8,1216-056,6,Full Circle Disposal,Jan 9 - INV#1292 - export ,LS,0,0,3140,31-11-10
8,1216-056,7,Full Circle Disposal,Jan 9 - INV#1292 - import,LS,0,0,100.6,31-23-25
8,1216-056,8,Full Circle Disposal,Jan 10 - INV#1293- export ,LS,0,0,1140,31-11-10
8,1216-056,9,Full Circle Disposal,Jan 10 - INV#1293 - import  ,LS,0,0,128.2,31-23-25
8,1216-056,10,Full Circle Disposal,Jan 12 - INV#1298 - export,LS,0,0,3040,31-11-10
8,1216-056,11,Full Circle Disposal,Jan 13 - INV#1305 - export,LS,0,0,1140,31-11-10
8,1216-056,12,Full Circle Disposal,Jan 14 - INV#1312 - import,LS,0,0,386.2,31-23-25
8,1216-056,13,Full Circle Disposal,Jan 21 - INV#1341 - export,LS,0,0,380,31-11-10
8,1216-056,14,Full Circle Disposal,Jan 21 - INV#1341 - import ,LS,0,0,787.58,31-23-25
8,1216-056,15,Full Circle Disposal,Jan 27 - INV#1360 - export ,LS,0,0,380,31-11-10
8,1216-056,16,Full Circle Disposal,Jan 27 - INV#1360 - import,LS,0,0,127.6,31-23-25
8,1216-056,17,Full Circle Disposal,31000 - Site Work,SF,0,0,0,31-22-13
8,1216-057,1,Trades Labour Corporation,Jan 8 - 4hrs ,LS,0,0,79.8,31-45-21
8,1216-057,2,Trades Labour Corporation,Jan 9 - 9hrs,LS,0,0,189.53,31-45-21
8,1216-057,3,Trades Labour Corporation,Jan 10 - 8.5hrs,LS,0,0,192.06,31-45-21
8,1216-057,4,Trades Labour Corporation,Jan 22 - 7.5hrs,LS,0,0,0,31-45-21
8,1216-057,5,Trades Labour Corporation,Ammended Jan 22 - 7.5hrs,LS,0,0,149.63,31-23-17
8,1216-057,6,Trades Labour Corporation,INV#VA-29122 - 16 hours - hand digging ,LS,0,0,319.2,31-11-10
8,1216-058,1,Metro Testing Laboratories (Burnaby) Division of CCMET Inc.,Concrete test - footings,LS,0,0,406.3,03-90-10
8,1216-058,2,Metro Testing Laboratories (Burnaby) Division of CCMET Inc.,Concrete test - SoG pour Feb 11,LS,0,0,148.15,03-90-10
8,1216-059,1,Full Circle Disposal,40 yard container - Dec 22 delivery - Jan 8 pick up  ,LS,0,0,1128.15,01-74-13
8,1216-059,2,Full Circle Disposal,40 yrd garbage bin - construction waste,LS,0,0,612.3,01-74-13
8,1216-059,3,Full Circle Disposal,30 yard Bin -Inv#1677,LS,0,0,602.14,01-74-13
8,1216-059,4,Full Circle Disposal,INV#1716 - 40 yard bin,LS,0,0,640.8,01-74-13
8,1216-059,5,Full Circle Disposal,Inv#1851 - 40 yard bin ,LS,0,0,516.35,01-74-13
8,1216-059,6,Full Circle Disposal,INV#1897 - 40 yard ,LS,0,0,382.4,01-74-13
8,1216-059,7,Full Circle Disposal,INV#1912 - 30 yard,LS,0,0,492.6,01-74-13
8,1216-059,8,Full Circle Disposal,INV#1936 - 30 yard ,LS,0,0,553.4,01-74-13
8,1216-059,9,Full Circle Disposal,INV#1788 40 yard,LS,0,0,513.5,01-74-13
8,1216-059,10,Full Circle Disposal,INV#1851 - 40 yard,LS,0,0,516.35,01-74-13
8,1216-060,1,Metro Printers,Safety orientation stickers (200),LS,0,0,307,01-52-16
8,1216-061,1,Super Save Fence Rentals Inc,Delivery / set up / month's rental ,LS,0,0,236.02,01-56-26
8,1216-061,2,Super Save Fence Rentals Inc,February Rental,LS,0,0,33.6,01-56-26
8,1216-061,3,Super Save Fence Rentals Inc,January Rental ,LS,0,0,33.6,01-56-26
8,1216-061,4,Super Save Fence Rentals Inc,March rental ,LS,0,0,33.6,01-56-26
8,1216-061,5,Super Save Fence Rentals Inc,Inv#006146-A,LS,0,0,33.6,01-56-26
8,1216-061,6,Super Save Fence Rentals Inc,INV#006146-A,LS,0,0,33.6,01-56-26
8,1216-061,7,Super Save Fence Rentals Inc,INV#577017 - June ,LS,0,0,33.6,01-56-26
8,1216-061,8,Super Save Fence Rentals Inc,INV#006146-A July,LS,0,0,33.6,01-56-26
8,1216-062,1,Pomeroy Restoration & Construction (BC) Inc.,Display shelf at new car sales  install TV at Fisker  Safety,LS,0,0,420,06-10-80
8,1216-062,2,Pomeroy Restoration & Construction (BC) Inc.,1 man March 13/26/27/30/31 =38hrs & 1 man March 13 = 7.5hrs ,LS,0,0,1865.5,06-10-60
8,1216-062,3,Pomeroy Restoration & Construction (BC) Inc.,INV#1665 -  Spencer Whyte - Backing and framing,LS,0,0,2925.5,06-10-81
8,1216-062,4,Pomeroy Restoration & Construction (BC) Inc.,INV#1673 carpentry and materials ,LS,0,0,3814.84,06-22-10
8,1216-063,1,Richvan Holdings Ltd,INV#528746- January,LS,0,0,2600.83,31-22-13
8,1216-063,2,Richvan Holdings Ltd,INV#528872 - February,LS,0,0,619.22,31-22-13
8,1216-064,1,J.C. Tam & Associates,Non enchroachment certificate/drafting Inv.10898,LS,0,0,638,01-71-24
8,1216-065,1,GeoPacific Consultants Ltd.,Subgrade Review Invoice 63098,LS,0,0,250,00-10-17
8,1216-065,2,GeoPacific Consultants Ltd.,General Requirements,LS,0,0,1650,00-10-17
8,1216-066,1,Octiscapes Landscaping Ltd,Interior slab on grade breaking and removal ,LS,0,0,742.5,02-41-30
8,1216-066,2,Octiscapes Landscaping Ltd,Interior slab on grade breaking and removal ,LS,0,0,365,02-41-30
8,1216-066,3,Octiscapes Landscaping Ltd,Fans for odour and fresh air control ,LS,0,0,141,02-41-30
8,1216-067,1,Inner-City Demolition Ltd.,Dec 29 - INV#1740w5 - excavation ,LS,0,0,4450,31-11-10
8,1216-067,2,Inner-City Demolition Ltd.,Dec 30 &31 - INV#1740w5 - export unsuitable materials ,LS,0,0,8601.5,31-11-10
8,1216-067,3,Inner-City Demolition Ltd.,Jan 5 - INV#1740w5b - import and export,LS,0,0,1140,31-11-10
8,1216-067,4,Inner-City Demolition Ltd.,Jan 5 - INV#1740w5b - import,LS,0,0,2611.13,31-23-25
8,1216-068,1,Home Depot,Vacuum  Makita drill 18v filters - to replace missing items,LS,0,0,446.98,01-52-25
8,1216-068,2,Home Depot,Kinfie's  blades  XL gloves,LS,0,0,131.19,01-52-25
8,1216-068,3,Home Depot,Coveralls and knife ,LS,0,0,47.51,01-52-25
8,1216-068,4,Home Depot,Portland concrete mix,LS,0,0,108.84,06-10-82
8,1216-068,5,Home Depot,misc tools and materials (no Breakdown attached to invoice) ,LS,0,0,216.39,06-10-82
8,1216-068,6,Home Depot,Equalizer  shop towels,LS,0,0,47.11,31-81-24
8,1216-068,7,Home Depot,Misc materials to complete project,LS,0,0,552.01,31-81-24
8,1216-068,8,Home Depot,INV#8015761 - drill bits,LS,0,0,24.98,31-81-24
8,1216-068,9,Home Depot,Inv#6573700 - thresholds and strike plates,LS,0,0,107.17,31-81-24
8,1216-068,10,Home Depot,INV#8020085 - asphalt patch,LS,0,0,116.02,31-81-24
8,1216-068,11,Home Depot,INV#7054415 - bolts,LS,0,0,23.98,31-81-24
8,1216-069,1,A&B Tool Rentals Ltd,Kango c/w chisel  point and shovel attachments,LS,0,0,183.2,31-23-17
8,1216-069,3,A&B Tool Rentals Ltd,"20"" plate tamper - Feb 17",LS,0,0,47.2,31-23-17
8,1216-069,4,A&B Tool Rentals Ltd,"2"" submersible pump and 2 50' hoses",LS,0,0,249.6,31-23-17
8,1216-069,5,A&B Tool Rentals Ltd,1000lbs plate tamper ,LS,0,0,539.31,31-23-17
8,1216-069,6,A&B Tool Rentals Ltd,"scissor lift 19""x32"" - November ",LS,0,0,740,01-54-16
8,1216-069,7,A&B Tool Rentals Ltd,"scissor lift 19""x32"" - January",LS,0,0,740,01-54-16
8,1216-069,8,A&B Tool Rentals Ltd,"20"" plate tamper - Feb 6 ",LS,0,0,78.35,31-23-17
8,1216-069,9,A&B Tool Rentals Ltd,Rammer,LS,0,0,53,31-23-17
8,1216-069,10,A&B Tool Rentals Ltd,2 - road closed signs ,LS,0,0,4.48,31-23-17
8,1216-07,1,Ange's Plumbing Ltd.,S&I faucet at South Building 2 compartment sink ,LS,0,0,250,22-10-20
8,1216-070,1,Dick's Lumber,lumber for hoarding parts area  vapour barrier for SoG  misc,LS,0,0,834.3,31-23-17
8,1216-070,2,Dick's Lumber,filter cloth for draintile ,LS,0,0,183.83,31-23-17
8,1216-071,1,Windsor Plywood,INV#319414 - 20'x30' tarp,LS,0,0,51.29,31-23-17
8,1216-071,2,Windsor Plywood,INV#320647 - laquer for chalk line layout ,LS,0,0,84.22,06-10-60
8,1216-071,3,Windsor Plywood,INV#320189 - materials for layout ,LS,0,0,88.67,06-10-60
8,1216-071,4,Windsor Plywood,INV#321599 - delivery for INV#321539,LS,0,0,50,06-10-60
8,1216-071,5,Windsor Plywood,INV#321539 - materials for layout of walls and fireplace,LS,0,0,624.73,06-10-60
8,1216-071,6,Windsor Plywood,INV#324218 - hoarding materials,LS,0,0,0,06-10-60
8,1216-073,1,Peak Concrete Design,Supply line pump and labour to pour 7m for interior trenches,LS,0,0,1100,03-21-30
8,1216-074,1,Vancouver Gas Fireplaces,"90""L x 20""W -  left side corner fireplace ",LS,0,0,31200,10-31-10
8,1216-074,2,Vancouver Gas Fireplaces,Permit,LS,0,0,163,10-31-10
8,1216-075,1,Allied Ready Mix Ltd.,7m3 - 32mpa for interior trenching ,LS,0,0,1207,03-21-30
8,1216-077,1,Windsor Plywood,hoarding - glass block wall demo,LS,0,0,594.08,06-10-82
8,1216-078,1,A&B Tool Rentals Ltd,Breaker  chiesel  point ,LS,0,0,94.4,01-52-25
8,1216-078,2,A&B Tool Rentals Ltd,"20"" plate tamper",LS,0,0,83.72,01-52-25
8,1216-078,3,A&B Tool Rentals Ltd,"scissor lift 19""x32""",LS,0,0,680,06-10-82
8,1216-079,1,Dick's Lumber,Hoarding 2nd floor and layout materials,LS,0,0,895.47,06-10-82
8,1216-080,1,Greer Spray Foam Ltd.,Intumescent paint,LS,0,0,6244,09-96-46
8,1216-080,2,Greer Spray Foam Ltd.,Fireproofing,LS,0,0,6000,07-81-10
8,1216-080,3,Greer Spray Foam Ltd.,07000 - Thermal & Moisture Protection,LS,0,0,0,07-81-10
8,1216-081,1,Trades Labour Corporation,INV#VA29595,LS,0,0,953.98,31-22-20
8,1216-081,2,Trades Labour Corporation,INV#VA29664,LS,0,0,625.58,31-22-20
8,1216-081,3,Trades Labour Corporation,Inv#29739,LS,0,0,276.57,06-10-60
8,1216-081,4,Trades Labour Corporation,INv#29830,LS,0,0,982.26,06-10-60
8,1216-081,5,Trades Labour Corporation,Inv#29913,LS,0,0,351.2,06-10-60
8,1216-082,1,A Plus Cleaning and Janitorial Ltd.,Cleaning of Fisker building prior to relocation ,LS,0,0,580,01-74-13
8,1216-083,1,System One Floor Solutions Inc.,Washroom floor epoxy 099710,LS,0,0,1900,09-97-10
8,1216-084,1,Hilti Canada Corp,Inv#1683777425 - fasteners and shots,LS,0,0,124.32,06-10-80
8,1216-084,2,Hilti Canada Corp,Inv#1683755398,LS,0,0,31.1,06-10-80
8,1216-085,1,A&B Tool Rentals Ltd,Baker Scaffolding ,LS,0,0,72,06-10-82
